elasticity,lambda,policy,seed,avg_fee_bps,fee_std_bps,fee_min_bps,fee_max_bps,hedged_pnl,fee_revenue,fee_revenue_arb,fee_revenue_fund,lvr,fundamental_volume,arb_volume,volume,fundamental_count,arb_count,avg_fundamental_size,avg_arb_size,mean_retention,fund_demand_lost,final_external_price
E1_mid,0.5,fixed_6bps,5032,6.0000,0.0000,6.0000,6.0000,0.4288,0.8040,0.0316,0.7724,0.3751,1262.8022,51.6876,1314.4898,1440,215,0.876946,0.240407,1.000000,0.0000,1.008663
E1_mid,0.5,fixed_6bps,5033,6.0000,0.0000,6.0000,6.0000,0.3989,0.8249,0.0387,0.7862,0.4260,1286.2729,63.4280,1349.7008,1440,235,0.893245,0.269906,1.000000,0.0000,1.043020
E1_mid,0.5,fixed_6bps,5034,6.0000,0.0000,6.0000,6.0000,0.4185,0.7937,0.0308,0.7630,0.3752,1274.7331,51.3252,1326.0583,1440,208,0.885231,0.246756,1.000000,0.0000,0.962295
E1_mid,0.5,fixed_6bps,5035,6.0000,0.0000,6.0000,6.0000,0.4076,0.7841,0.0310,0.7531,0.3766,1284.8577,52.9087,1337.7664,1440,215,0.892262,0.246087,1.000000,0.0000,0.965997
E1_mid,0.5,fixed_6bps,5036,6.0000,0.0000,6.0000,6.0000,0.4239,0.7933,0.0289,0.7644,0.3694,1287.0805,48.6461,1335.7266,1440,213,0.893806,0.228385,1.000000,0.0000,0.983210
E1_mid,0.5,fixed_6bps,5037,6.0000,0.0000,6.0000,6.0000,0.4165,0.8426,0.0356,0.8069,0.4261,1298.7549,57.4614,1356.2163,1440,240,0.901913,0.239423,1.000000,0.0000,1.071306
E1_mid,0.5,fixed_6bps,5038,6.0000,0.0000,6.0000,6.0000,0.4107,0.7915,0.0289,0.7627,0.3808,1301.7689,49.2866,1351.0555,1440,209,0.904006,0.235821,1.000000,0.0000,0.935881
E1_mid,0.5,fixed_6bps,5039,6.0000,0.0000,6.0000,6.0000,0.4051,0.8029,0.0340,0.7689,0.3978,1277.7085,56.6432,1334.3517,1440,219,0.887298,0.258645,1.000000,0.0000,0.950956
E1_mid,0.5,fixed_6bps,5040,6.0000,0.0000,6.0000,6.0000,0.4095,0.7964,0.0322,0.7642,0.3868,1298.6211,54.5712,1353.1923,1440,220,0.901820,0.248051,1.000000,0.0000,0.973697
E1_mid,0.5,fixed_6bps,5041,6.0000,0.0000,6.0000,6.0000,0.4072,0.8204,0.0370,0.7834,0.4132,1287.3873,60.8954,1348.2826,1440,223,0.894019,0.273073,1.000000,0.0000,1.031357
E1_mid,0.5,fixed_6bps,5042,6.0000,0.0000,6.0000,6.0000,0.4093,0.8116,0.0346,0.7770,0.4023,1289.6256,57.4752,1347.1008,1440,220,0.895573,0.261251,1.000000,0.0000,0.996894
E1_mid,0.5,fixed_6bps,5043,6.0000,0.0000,6.0000,6.0000,0.3841,0.8114,0.0402,0.7713,0.4273,1292.0148,67.3069,1359.3218,1440,239,0.897233,0.281619,1.000000,0.0000,0.997925
E1_mid,0.5,fixed_6bps,5044,6.0000,0.0000,6.0000,6.0000,0.3890,0.8104,0.0373,0.7732,0.4215,1305.3185,62.9355,1368.2540,1440,247,0.906471,0.254800,1.000000,0.0000,0.960752
E1_mid,0.5,fixed_6bps,5045,6.0000,0.0000,6.0000,6.0000,0.4164,0.8509,0.0406,0.8103,0.4345,1263.3247,63.7351,1327.0598,1440,240,0.877309,0.265563,1.000000,0.0000,1.122012
E1_mid,0.5,fixed_6bps,5046,6.0000,0.0000,6.0000,6.0000,0.3953,0.8134,0.0375,0.7759,0.4181,1300.8467,62.9724,1363.8191,1440,248,0.903366,0.253921,1.000000,0.0000,0.994728
E1_mid,0.5,fixed_6bps,5047,6.0000,0.0000,6.0000,6.0000,0.4133,0.8055,0.0312,0.7743,0.3922,1288.1279,51.9173,1340.0452,1440,234,0.894533,0.221869,1.000000,0.0000,0.993413
E1_mid,0.5,fixed_6bps,5048,6.0000,0.0000,6.0000,6.0000,0.4119,0.7885,0.0297,0.7588,0.3765,1284.7342,50.2037,1334.9379,1440,218,0.892177,0.230292,1.000000,0.0000,0.944106
E1_mid,0.5,fixed_6bps,5049,6.0000,0.0000,6.0000,6.0000,0.3946,0.8063,0.0375,0.7688,0.4117,1288.6828,62.9662,1351.6490,1440,239,0.894919,0.263457,1.000000,0.0000,0.988278
E1_mid,0.5,fixed_6bps,5050,6.0000,0.0000,6.0000,6.0000,0.4085,0.7953,0.0327,0.7626,0.3868,1277.9540,54.8392,1332.7932,1440,211,0.887468,0.259901,1.000000,0.0000,0.963346
E1_mid,0.5,fixed_6bps,5051,6.0000,0.0000,6.0000,6.0000,0.4220,0.7771,0.0289,0.7482,0.3550,1277.8524,49.4241,1327.2765,1440,192,0.887398,0.257417,1.000000,0.0000,0.948170
E1_mid,0.5,fixed_6bps,5052,6.0000,0.0000,6.0000,6.0000,0.3955,0.7984,0.0357,0.7627,0.4029,1293.6634,60.4878,1354.1512,1440,227,0.898377,0.266466,1.000000,0.0000,0.974313
E1_mid,0.5,fixed_6bps,5053,6.0000,0.0000,6.0000,6.0000,0.4126,0.8120,0.0325,0.7795,0.3994,1292.4726,53.8887,1346.3613,1440,217,0.897550,0.248335,1.000000,0.0000,1.008077
E1_mid,0.5,fixed_6bps,5054,6.0000,0.0000,6.0000,6.0000,0.3880,0.7977,0.0351,0.7626,0.4097,1298.6045,59.8318,1358.4363,1440,227,0.901809,0.263576,1.000000,0.0000,0.938648
E1_mid,0.5,fixed_6bps,5055,6.0000,0.0000,6.0000,6.0000,0.4124,0.7791,0.0293,0.7498,0.3667,1284.9945,50.2596,1335.2541,1440,198,0.892357,0.253836,1.000000,0.0000,0.932158
E1_mid,0.5,fixed_6bps,5056,6.0000,0.0000,6.0000,6.0000,0.4231,0.8038,0.0293,0.7745,0.3807,1304.6480,49.4473,1354.0953,1440,216,0.906006,0.228923,1.000000,0.0000,0.985930
E1_mid,0.5,fixed_6bps,5057,6.0000,0.0000,6.0000,6.0000,0.3884,0.7887,0.0338,0.7550,0.4003,1306.4730,58.6960,1365.1690,1440,234,0.907273,0.250838,1.000000,0.0000,0.931559
E1_mid,0.5,fixed_6bps,5058,6.0000,0.0000,6.0000,6.0000,0.4079,0.7673,0.0295,0.7379,0.3594,1298.4467,52.0320,1350.4787,1440,200,0.901699,0.260160,1.000000,0.0000,0.921305
E1_mid,0.5,fixed_6bps,5059,6.0000,0.0000,6.0000,6.0000,0.3924,0.8168,0.0388,0.7780,0.4244,1297.5708,64.8049,1362.3757,1440,255,0.901091,0.254137,1.000000,0.0000,1.022308
E1_mid,0.5,fixed_6bps,5060,6.0000,0.0000,6.0000,6.0000,0.4038,0.7736,0.0311,0.7426,0.3698,1300.8521,54.5301,1355.3822,1440,202,0.903370,0.269951,1.000000,0.0000,0.942252
E1_mid,0.5,fixed_6bps,5061,6.0000,0.0000,6.0000,6.0000,0.4165,0.7807,0.0289,0.7519,0.3642,1291.2126,49.6349,1340.8475,1440,200,0.896675,0.248175,1.000000,0.0000,0.941172
E1_mid,0.5,fixed_6bps,5062,6.0000,0.0000,6.0000,6.0000,0.4056,0.8204,0.0375,0.7828,0.4148,1283.8011,61.5277,1345.3288,1440,243,0.891529,0.253200,1.000000,0.0000,1.021784
E1_mid,0.5,fixed_6bps,5063,6.0000,0.0000,6.0000,6.0000,0.4141,0.8058,0.0324,0.7734,0.3918,1287.9505,54.0400,1341.9904,1440,222,0.894410,0.243423,1.000000,0.0000,1.002799
E1_mid,0.5,fixed_6bps,5064,6.0000,0.0000,6.0000,6.0000,0.4043,0.8185,0.0360,0.7825,0.4142,1303.5782,60.0643,1363.6425,1440,230,0.905263,0.261149,1.000000,0.0000,1.003824
E1_mid,0.5,fixed_6bps,5065,6.0000,0.0000,6.0000,6.0000,0.4118,0.8087,0.0333,0.7755,0.3969,1289.0706,55.3168,1344.3874,1440,222,0.895188,0.249175,1.000000,0.0000,1.000316
E1_mid,0.5,fixed_6bps,5066,6.0000,0.0000,6.0000,6.0000,0.4101,0.8250,0.0353,0.7898,0.4149,1292.7094,57.9168,1350.6262,1440,243,0.897715,0.238341,1.000000,0.0000,1.044096
E1_mid,0.5,fixed_6bps,5067,6.0000,0.0000,6.0000,6.0000,0.4118,0.8284,0.0366,0.7918,0.4165,1283.7385,59.4116,1343.1501,1440,235,0.891485,0.252815,1.000000,0.0000,1.045191
E1_mid,0.5,fixed_6bps,5068,6.0000,0.0000,6.0000,6.0000,0.4243,0.7874,0.0294,0.7580,0.3631,1284.7823,49.8858,1334.6681,1440,201,0.892210,0.248188,1.000000,0.0000,0.973935
E1_mid,0.5,fixed_6bps,5069,6.0000,0.0000,6.0000,6.0000,0.3870,0.8062,0.0407,0.7655,0.4192,1278.9047,68.0345,1346.9392,1440,216,0.888128,0.314975,1.000000,0.0000,0.976918
E1_mid,0.5,fixed_6bps,5070,6.0000,0.0000,6.0000,6.0000,0.4122,0.8136,0.0353,0.7783,0.4014,1298.3966,58.9865,1357.3831,1440,211,0.901664,0.279557,1.000000,0.0000,1.016435
E1_mid,0.5,fixed_6bps,5071,6.0000,0.0000,6.0000,6.0000,0.3964,0.8595,0.0437,0.8157,0.4631,1276.9896,68.5888,1345.5783,1440,248,0.886798,0.276568,1.000000,0.0000,1.118694
E1_mid,0.5,fixed_6bps,5072,6.0000,0.0000,6.0000,6.0000,0.4055,0.8210,0.0354,0.7856,0.4155,1287.3357,58.0324,1345.3681,1440,231,0.893983,0.251223,1.000000,0.0000,1.010340
E1_mid,0.5,fixed_6bps,5073,6.0000,0.0000,6.0000,6.0000,0.3983,0.8185,0.0373,0.7811,0.4201,1289.3331,61.6929,1351.0260,1440,232,0.895370,0.265918,1.000000,0.0000,1.013725
E1_mid,0.5,fixed_6bps,5074,6.0000,0.0000,6.0000,6.0000,0.3837,0.8010,0.0382,0.7628,0.4173,1288.5529,64.6405,1353.1934,1440,252,0.894828,0.256510,1.000000,0.0000,0.963846
E1_mid,0.5,fixed_6bps,5075,6.0000,0.0000,6.0000,6.0000,0.4346,0.8343,0.0323,0.8020,0.3996,1271.8726,51.4365,1323.3091,1440,223,0.883245,0.230657,1.000000,0.0000,1.072797
E1_mid,0.5,fixed_6bps,5076,6.0000,0.0000,6.0000,6.0000,0.3917,0.8159,0.0357,0.7801,0.4241,1303.8704,59.7119,1363.5823,1440,243,0.905466,0.245728,1.000000,0.0000,1.002513
E1_mid,0.5,fixed_6bps,5077,6.0000,0.0000,6.0000,6.0000,0.4142,0.7924,0.0303,0.7622,0.3782,1300.5966,51.7933,1352.3899,1440,215,0.903192,0.240899,1.000000,0.0000,0.969505
E1_mid,0.5,fixed_6bps,5078,6.0000,0.0000,6.0000,6.0000,0.4004,0.8289,0.0366,0.7924,0.4286,1312.1657,60.7512,1372.9169,1440,236,0.911226,0.257420,1.000000,0.0000,1.048520
E1_mid,0.5,fixed_6bps,5079,6.0000,0.0000,6.0000,6.0000,0.4110,0.7961,0.0315,0.7646,0.3851,1281.7915,52.8878,1334.6793,1440,223,0.890133,0.237165,1.000000,0.0000,0.984680
E1_mid,0.5,fixed_6bps,5080,6.0000,0.0000,6.0000,6.0000,0.4153,0.7893,0.0328,0.7564,0.3740,1274.6292,55.2808,1329.9100,1440,208,0.885159,0.265773,1.000000,0.0000,0.977794
E1_mid,0.5,fixed_6bps,5081,6.0000,0.0000,6.0000,6.0000,0.3889,0.8003,0.0355,0.7647,0.4113,1303.6872,60.6636,1364.3508,1440,233,0.905338,0.260359,1.000000,0.0000,0.973109
E1_mid,0.5,fixed_6bps,5082,6.0000,0.0000,6.0000,6.0000,0.3993,0.7984,0.0317,0.7667,0.3991,1305.2104,54.0213,1359.2318,1440,243,0.906396,0.222310,1.000000,0.0000,0.965192
E1_mid,0.5,fixed_6bps,5083,6.0000,0.0000,6.0000,6.0000,0.3948,0.8250,0.0375,0.7874,0.4301,1297.3369,61.9053,1359.2422,1440,229,0.900928,0.270329,1.000000,0.0000,1.007892
E1_mid,0.5,fixed_6bps,5084,6.0000,0.0000,6.0000,6.0000,0.4155,0.7919,0.0315,0.7604,0.3763,1272.0207,52.5334,1324.5541,1440,201,0.883348,0.261360,1.000000,0.0000,0.963193
E1_mid,0.5,fixed_6bps,5085,6.0000,0.0000,6.0000,6.0000,0.4052,0.8086,0.0356,0.7730,0.4034,1296.1522,59.6818,1355.8341,1440,221,0.900106,0.270054,1.000000,0.0000,0.995481
E1_mid,0.5,fixed_6bps,5086,6.0000,0.0000,6.0000,6.0000,0.4204,0.7958,0.0291,0.7667,0.3754,1314.5009,49.9369,1364.4378,1440,204,0.912848,0.244789,1.000000,0.0000,0.998493
E1_mid,0.5,fixed_6bps,5087,6.0000,0.0000,6.0000,6.0000,0.4203,0.7874,0.0275,0.7599,0.3672,1305.7983,47.3431,1353.1413,1440,203,0.906804,0.233217,1.000000,0.0000,0.965961
E1_mid,0.5,fixed_6bps,5088,6.0000,0.0000,6.0000,6.0000,0.4235,0.8395,0.0359,0.8036,0.4160,1268.8690,56.7216,1325.5906,1440,235,0.881159,0.241368,1.000000,0.0000,1.079549
E1_mid,0.5,fixed_6bps,5089,6.0000,0.0000,6.0000,6.0000,0.4148,0.8047,0.0315,0.7731,0.3899,1300.5518,53.0504,1353.6022,1440,221,0.903161,0.240047,1.000000,0.0000,0.998549
E1_mid,0.5,fixed_6bps,5090,6.0000,0.0000,6.0000,6.0000,0.4186,0.8400,0.0367,0.8034,0.4214,1290.3913,58.8920,1349.2833,1440,231,0.896105,0.254944,1.000000,0.0000,1.094230
E1_mid,0.5,fixed_6bps,5091,6.0000,0.0000,6.0000,6.0000,0.4121,0.8161,0.0330,0.7831,0.4039,1292.2761,54.4650,1346.7412,1440,228,0.897414,0.238882,1.000000,0.0000,1.010097
E1_mid,0.5,fixed_6bps,5092,6.0000,0.0000,6.0000,6.0000,0.4045,0.8045,0.0357,0.7687,0.4000,1281.3226,59.5858,1340.9085,1440,224,0.889807,0.266008,1.000000,0.0000,0.974891
E1_mid,0.5,fixed_6bps,5093,6.0000,0.0000,6.0000,6.0000,0.3990,0.8127,0.0372,0.7754,0.4137,1282.9327,61.6637,1344.5964,1440,229,0.890926,0.269274,1.000000,0.0000,0.994710
E1_mid,0.5,fixed_6bps,5094,6.0000,0.0000,6.0000,6.0000,0.4086,0.8177,0.0349,0.7829,0.4091,1296.2672,57.7148,1353.9820,1440,224,0.900186,0.257656,1.000000,0.0000,1.036146
E1_mid,0.5,fixed_6bps,5095,6.0000,0.0000,6.0000,6.0000,0.4180,0.8263,0.0363,0.7900,0.4083,1267.4171,58.1884,1325.6055,1440,217,0.880151,0.268150,1.000000,0.0000,1.064929
E1_mid,0.5,fixed_6bps,5096,6.0000,0.0000,6.0000,6.0000,0.4159,0.7993,0.0323,0.7670,0.3834,1282.7375,53.9838,1336.7213,1440,225,0.890790,0.239928,1.000000,0.0000,0.968893
E1_mid,0.5,fixed_6bps,5097,6.0000,0.0000,6.0000,6.0000,0.4107,0.8107,0.0331,0.7776,0.3999,1289.2408,54.9092,1344.1500,1440,208,0.895306,0.263986,1.000000,0.0000,1.012744
E1_mid,0.5,fixed_6bps,5098,6.0000,0.0000,6.0000,6.0000,0.4049,0.8164,0.0372,0.7792,0.4114,1278.3067,61.0213,1339.3279,1440,229,0.887713,0.266468,1.000000,0.0000,1.014440
E1_mid,0.5,fixed_6bps,5099,6.0000,0.0000,6.0000,6.0000,0.3811,0.8024,0.0386,0.7638,0.4214,1306.1480,66.1301,1372.2780,1440,241,0.907047,0.274399,1.000000,0.0000,0.956223
E1_mid,0.5,fixed_6bps,5100,6.0000,0.0000,6.0000,6.0000,0.4247,0.8124,0.0310,0.7814,0.3877,1277.8392,50.7560,1328.5951,1440,223,0.887388,0.227605,1.000000,0.0000,0.984744
E1_mid,0.5,fixed_6bps,5101,6.0000,0.0000,6.0000,6.0000,0.3897,0.8137,0.0380,0.7757,0.4241,1288.6454,63.2219,1351.8673,1440,244,0.894893,0.259106,1.000000,0.0000,0.987833
E1_mid,0.5,fixed_6bps,5102,6.0000,0.0000,6.0000,6.0000,0.3915,0.8321,0.0412,0.7909,0.4406,1296.4935,67.4992,1363.9928,1440,241,0.900343,0.280080,1.000000,0.0000,1.049120
E1_mid,0.5,fixed_6bps,5103,6.0000,0.0000,6.0000,6.0000,0.4067,0.8022,0.0323,0.7699,0.3955,1305.4349,54.8422,1360.2771,1440,232,0.906552,0.236389,1.000000,0.0000,0.986958
E1_mid,0.5,fixed_6bps,5104,6.0000,0.0000,6.0000,6.0000,0.4064,0.8382,0.0389,0.7993,0.4317,1275.9712,62.3189,1338.2901,1440,234,0.886091,0.266320,1.000000,0.0000,1.042206
E1_mid,0.5,fixed_6bps,5105,6.0000,0.0000,6.0000,6.0000,0.4079,0.8166,0.0353,0.7812,0.4087,1297.5311,58.7538,1356.2849,1440,219,0.901063,0.268282,1.000000,0.0000,1.032965
E1_mid,0.5,fixed_6bps,5106,6.0000,0.0000,6.0000,6.0000,0.4274,0.8111,0.0306,0.7805,0.3836,1287.4228,50.4811,1337.9039,1440,215,0.894044,0.234796,1.000000,0.0000,1.000608
E1_mid,0.5,fixed_6bps,5107,6.0000,0.0000,6.0000,6.0000,0.4054,0.7881,0.0308,0.7573,0.3828,1307.2901,53.2574,1360.5475,1440,224,0.907840,0.237756,1.000000,0.0000,0.946020
E1_mid,0.5,fixed_6bps,5108,6.0000,0.0000,6.0000,6.0000,0.3923,0.8148,0.0381,0.7766,0.4225,1299.8827,63.8924,1363.7751,1440,238,0.902696,0.268456,1.000000,0.0000,1.016659
E1_mid,0.5,fixed_6bps,5109,6.0000,0.0000,6.0000,6.0000,0.4047,0.8351,0.0393,0.7958,0.4304,1280.3162,63.2541,1343.5703,1440,252,0.889108,0.251008,1.000000,0.0000,1.072528
E1_mid,0.5,fixed_6bps,5110,6.0000,0.0000,6.0000,6.0000,0.4004,0.8147,0.0367,0.7780,0.4143,1305.2796,61.6743,1366.9540,1440,239,0.906444,0.258052,1.000000,0.0000,1.017848
E1_mid,0.5,fixed_6bps,5111,6.0000,0.0000,6.0000,6.0000,0.4118,0.8299,0.0369,0.7930,0.4181,1279.6166,59.7081,1339.3247,1440,238,0.888623,0.250874,1.000000,0.0000,1.060751
E1_mid,0.5,fixed_6bps,5112,6.0000,0.0000,6.0000,6.0000,0.4283,0.8034,0.0300,0.7734,0.3751,1288.8702,50.0092,1338.8795,1440,212,0.895049,0.235893,1.000000,0.0000,1.039222
E1_mid,0.5,fixed_6bps,5113,6.0000,0.0000,6.0000,6.0000,0.4271,0.8208,0.0312,0.7896,0.3937,1295.1159,51.1590,1346.2750,1440,216,0.899386,0.236847,1.000000,0.0000,1.009970
E1_mid,0.5,fixed_6bps,5114,6.0000,0.0000,6.0000,6.0000,0.4184,0.8064,0.0314,0.7751,0.3880,1282.7423,51.8859,1334.6282,1440,220,0.890793,0.235845,1.000000,0.0000,0.984953
E1_mid,0.5,fixed_6bps,5115,6.0000,0.0000,6.0000,6.0000,0.4108,0.8264,0.0371,0.7894,0.4156,1282.2002,59.9766,1342.1767,1440,238,0.890417,0.252002,1.000000,0.0000,1.074685
E1_mid,0.5,fixed_6bps,5116,6.0000,0.0000,6.0000,6.0000,0.4102,0.7972,0.0304,0.7668,0.3869,1302.5196,51.6364,1354.1561,1440,213,0.904528,0.242425,1.000000,0.0000,0.964035
E1_mid,0.5,fixed_6bps,5117,6.0000,0.0000,6.0000,6.0000,0.3902,0.8294,0.0399,0.7895,0.4392,1302.4069,65.7410,1368.1479,1440,256,0.904449,0.256801,1.000000,0.0000,1.003943
E1_mid,0.5,fixed_6bps,5118,6.0000,0.0000,6.0000,6.0000,0.4116,0.8001,0.0301,0.7700,0.3885,1295.9857,50.6187,1346.6044,1440,218,0.899990,0.232196,1.000000,0.0000,0.974926
E1_mid,0.5,fixed_6bps,5119,6.0000,0.0000,6.0000,6.0000,0.4145,0.8217,0.0353,0.7864,0.4073,1290.9036,57.9226,1348.8262,1440,239,0.896461,0.242354,1.000000,0.0000,1.045628
E1_mid,0.5,fixed_6bps,5120,6.0000,0.0000,6.0000,6.0000,0.4106,0.8162,0.0348,0.7815,0.4057,1293.2984,57.5906,1350.8890,1440,225,0.898124,0.255958,1.000000,0.0000,1.026422
E1_mid,0.5,fixed_6bps,5121,6.0000,0.0000,6.0000,6.0000,0.3994,0.8076,0.0362,0.7714,0.4082,1285.7422,60.5114,1346.2537,1440,233,0.892877,0.259706,1.000000,0.0000,0.985251
E1_mid,0.5,fixed_6bps,5122,6.0000,0.0000,6.0000,6.0000,0.4209,0.8024,0.0308,0.7716,0.3814,1306.3350,52.0161,1358.3511,1440,232,0.907177,0.224207,1.000000,0.0000,1.014980
E1_mid,0.5,fixed_6bps,5123,6.0000,0.0000,6.0000,6.0000,0.4222,0.8327,0.0331,0.7996,0.4105,1288.1228,53.3671,1341.4899,1440,207,0.894530,0.257812,1.000000,0.0000,1.065837
E1_mid,0.5,fixed_6bps,5124,6.0000,0.0000,6.0000,6.0000,0.4196,0.8131,0.0342,0.7789,0.3935,1288.5766,56.7131,1345.2897,1440,214,0.894845,0.265015,1.000000,0.0000,1.024755
E1_mid,0.5,fixed_6bps,5125,6.0000,0.0000,6.0000,6.0000,0.4126,0.8376,0.0389,0.7987,0.4250,1273.8842,61.9911,1335.8753,1440,224,0.884642,0.276746,1.000000,0.0000,1.105745
E1_mid,0.5,fixed_6bps,5126,6.0000,0.0000,6.0000,6.0000,0.3942,0.7982,0.0369,0.7612,0.4040,1288.5201,62.4753,1350.9953,1440,234,0.894806,0.266988,1.000000,0.0000,0.960821
E1_mid,0.5,fixed_6bps,5127,6.0000,0.0000,6.0000,6.0000,0.4306,0.8112,0.0308,0.7804,0.3806,1274.7433,50.3840,1325.1273,1440,208,0.885238,0.242231,1.000000,0.0000,0.998050
E1_mid,0.5,fixed_6bps,5128,6.0000,0.0000,6.0000,6.0000,0.4186,0.7816,0.0305,0.7511,0.3630,1277.1979,51.8861,1329.0839,1440,211,0.886943,0.245906,1.000000,0.0000,0.974808
E1_mid,0.5,fixed_6bps,5129,6.0000,0.0000,6.0000,6.0000,0.4008,0.7803,0.0336,0.7467,0.3795,1292.6945,58.3691,1351.0636,1440,218,0.897704,0.267748,1.000000,0.0000,0.936980
E1_mid,0.5,fixed_6bps,5130,6.0000,0.0000,6.0000,6.0000,0.4051,0.8026,0.0342,0.7684,0.3975,1287.4584,57.2807,1344.7392,1440,240,0.894068,0.238670,1.000000,0.0000,0.982667
E1_mid,0.5,fixed_6bps,5131,6.0000,0.0000,6.0000,6.0000,0.4071,0.7931,0.0307,0.7624,0.3859,1302.0002,52.2735,1354.2737,1440,238,0.904167,0.219637,1.000000,0.0000,0.934450
E1_mid,0.5,fixed_6bps,5132,6.0000,0.0000,6.0000,6.0000,0.3942,0.8225,0.0366,0.7859,0.4284,1310.3855,61.0942,1371.4797,1440,237,0.909990,0.257781,1.000000,0.0000,1.030052
E1_mid,0.5,fixed_6bps,5133,6.0000,0.0000,6.0000,6.0000,0.4197,0.8115,0.0293,0.7823,0.3919,1292.5356,48.3728,1340.9084,1440,211,0.897594,0.229255,1.000000,0.0000,0.982368
E1_mid,0.5,fixed_6bps,5134,6.0000,0.0000,6.0000,6.0000,0.4253,0.7758,0.0261,0.7498,0.3505,1310.4449,45.5766,1356.0215,1440,190,0.910031,0.239877,1.000000,0.0000,0.920329
E1_mid,0.5,fixed_6bps,5135,6.0000,0.0000,6.0000,6.0000,0.4047,0.8091,0.0339,0.7752,0.4044,1298.6338,56.9058,1355.5397,1440,244,0.901829,0.233221,1.000000,0.0000,1.011788
E1_mid,0.5,fixed_6bps,5136,6.0000,0.0000,6.0000,6.0000,0.4151,0.8101,0.0326,0.7775,0.3950,1295.2794,54.2836,1349.5630,1440,219,0.899500,0.247870,1.000000,0.0000,1.003998
E1_mid,0.5,fixed_6bps,5137,6.0000,0.0000,6.0000,6.0000,0.4192,0.8134,0.0330,0.7804,0.3942,1287.6522,54.5008,1342.1530,1440,226,0.894203,0.241154,1.000000,0.0000,0.998920
E1_mid,0.5,fixed_6bps,5138,6.0000,0.0000,6.0000,6.0000,0.4063,0.8123,0.0357,0.7766,0.4060,1301.6556,59.7821,1361.4377,1440,226,0.903927,0.264523,1.000000,0.0000,1.004641
E1_mid,0.5,fixed_6bps,5139,6.0000,0.0000,6.0000,6.0000,0.4190,0.7867,0.0292,0.7575,0.3677,1293.7133,49.8946,1343.6079,1440,211,0.898412,0.236467,1.000000,0.0000,0.956657
E1_mid,0.5,fixed_6bps,5140,6.0000,0.0000,6.0000,6.0000,0.4183,0.7805,0.0277,0.7527,0.3622,1289.3985,47.7089,1337.1074,1440,198,0.895416,0.240954,1.000000,0.0000,0.955722
E1_mid,0.5,fixed_6bps,5141,6.0000,0.0000,6.0000,6.0000,0.4156,0.8045,0.0336,0.7708,0.3888,1283.4929,56.0752,1339.5681,1440,225,0.891315,0.249223,1.000000,0.0000,1.013869
E1_mid,0.5,fixed_6bps,5142,6.0000,0.0000,6.0000,6.0000,0.4206,0.8358,0.0330,0.8028,0.4152,1295.8464,53.2986,1349.1449,1440,228,0.899893,0.233766,1.000000,0.0000,1.075476
E1_mid,0.5,fixed_6bps,5143,6.0000,0.0000,6.0000,6.0000,0.4145,0.7948,0.0315,0.7633,0.3803,1291.1689,53.2338,1344.4027,1440,220,0.896645,0.241972,1.000000,0.0000,1.005973
E1_mid,0.5,fixed_6bps,5144,6.0000,0.0000,6.0000,6.0000,0.3980,0.8131,0.0358,0.7773,0.4151,1295.9631,59.7939,1355.7571,1440,243,0.899974,0.246066,1.000000,0.0000,1.007153
E1_mid,0.5,fixed_6bps,5145,6.0000,0.0000,6.0000,6.0000,0.4167,0.8280,0.0351,0.7929,0.4113,1280.4210,56.7180,1337.1390,1440,224,0.889181,0.253205,1.000000,0.0000,1.028422
E1_mid,0.5,fixed_6bps,5146,6.0000,0.0000,6.0000,6.0000,0.4158,0.8050,0.0327,0.7724,0.3892,1290.7355,54.5986,1345.3341,1440,221,0.896344,0.247052,1.000000,0.0000,0.975398
E1_mid,0.5,fixed_6bps,5147,6.0000,0.0000,6.0000,6.0000,0.4221,0.7966,0.0302,0.7664,0.3745,1296.2420,51.0348,1347.2767,1440,216,0.900168,0.236272,1.000000,0.0000,0.986399
E1_mid,0.5,fixed_6bps,5148,6.0000,0.0000,6.0000,6.0000,0.4042,0.7994,0.0327,0.7667,0.3952,1300.9806,55.4530,1356.4337,1440,221,0.903459,0.250919,1.000000,0.0000,0.950467
E1_mid,0.5,fixed_6bps,5149,6.0000,0.0000,6.0000,6.0000,0.3909,0.7787,0.0328,0.7459,0.3878,1312.4043,57.6811,1370.0853,1440,221,0.911392,0.261000,1.000000,0.0000,0.908929
E1_mid,0.5,fixed_6bps,5150,6.0000,0.0000,6.0000,6.0000,0.3955,0.8089,0.0373,0.7716,0.4134,1308.6815,63.3447,1372.0263,1440,238,0.908807,0.266154,1.000000,0.0000,0.994745
E1_mid,0.5,fixed_6bps,5151,6.0000,0.0000,6.0000,6.0000,0.4093,0.7854,0.0311,0.7543,0.3761,1282.7985,52.6578,1335.4563,1440,216,0.890832,0.243786,1.000000,0.0000,0.912577
E1_mid,0.5,fixed_6bps,5152,6.0000,0.0000,6.0000,6.0000,0.4188,0.8013,0.0326,0.7687,0.3824,1284.2683,54.5532,1338.8215,1440,230,0.891853,0.237188,1.000000,0.0000,1.002689
E1_mid,0.5,fixed_6bps,5153,6.0000,0.0000,6.0000,6.0000,0.3940,0.8401,0.0421,0.7979,0.4461,1278.1586,67.4694,1345.6279,1440,256,0.887610,0.263552,1.000000,0.0000,1.050109
